Entity,Code,Year,Coal,Oil,Gas,Nuclear,Hydropower,Wind,Solar,Other renewables
Egypt,EGY,2016,139.40674,4724.0894,4855.5576,0,326.23038,59.2441,5.774629,0
Egypt,EGY,2017,134.5449,4399.546,5393.915,0,308.30487,50.859608,14.5267105,0
Egypt,EGY,2018,240.23828,3845.92,5639.1094,0,304.19543,70.31675,13.017851,0
Egypt,EGY,2019,213.29845,3566.7373,5489.2554,0,301.96902,114.60339,34.26811,0
Egypt,EGY,2020,79.89173,3043.3127,5333.9307,0,318.01822,118.18452,100.570274,0
Egypt,EGY,2021,127.201904,3240.595,5599.0015,0,330.83203,121.78321,110.35695,0
Egypt,EGY,2022,108.71792,3775.8428,5380.199,0,320.87485,128.65407,109.1522,0
Egypt,EGY,2023,118.97523,3616.1616,5241.947,0,320.5304,127.48072,105.085075,0
Egypt,EGY,2024,164.0566,3776.6436,5129.8906,0,300.80566,128.4467,126.98702,0
Equatorial Guinea,GNQ,1965,,,,0,,,,
Equatorial Guinea,GNQ,1966,,,,0,,,,
Equatorial Guinea,GNQ,1967,,,,0,,,,
Equatorial Guinea,GNQ,1968,,,,0,,,,
Equatorial Guinea,GNQ,1969,,,,0,,,,
Equatorial Guinea,GNQ,1970,,,,0,,,,
Equatorial Guinea,GNQ,1971,,,,0,,,,
Equatorial Guinea,GNQ,1972,,,,0,,,,
Equatorial Guinea,GNQ,1973,,,,0,,,,
Equatorial Guinea,GNQ,1974,,,,0,,,,
Equatorial Guinea,GNQ,1975,,,,0,,,,
Equatorial Guinea,GNQ,1976,,,,0,,,,
Equatorial Guinea,GNQ,1977,,,,0,,,,
Equatorial Guinea,GNQ,1978,,,,0,,,,
Equatorial Guinea,GNQ,1979,,,,0,,,,
Equatorial Guinea,GNQ,1980,,,,0,,,,
Equatorial Guinea,GNQ,1981,,,,0,,,,
Equatorial Guinea,GNQ,1982,,,,0,,,,
Equatorial Guinea,GNQ,1983,,,,0,,,,
Equatorial Guinea,GNQ,1984,,,,0,,,,
Equatorial Guinea,GNQ,1985,,,,0,,,,
Equatorial Guinea,GNQ,1986,,,,0,,,,
Equatorial Guinea,GNQ,1987,,,,0,,,,
Equatorial Guinea,GNQ,1988,,,,0,,,,
Equatorial Guinea,GNQ,1989,,,,0,,,,
Equatorial Guinea,GNQ,1990,,,,0,,,,
Equatorial Guinea,GNQ,1991,,,,0,,,,
Equatorial Guinea,GNQ,1992,,,,0,,,,
Equatorial Guinea,GNQ,1993,,,,0,,,,
Equatorial Guinea,GNQ,1994,,,,0,,,,
Equatorial Guinea,GNQ,1995,,,,0,,,,
Equatorial Guinea,GNQ,1996,,,,0,,,,
Equatorial Guinea,GNQ,1997,,,,0,,,,
Equatorial Guinea,GNQ,1998,,,,0,,,,
Equatorial Guinea,GNQ,1999,,,,0,,,,
Equatorial Guinea,GNQ,2000,,,,0,,,,
Equatorial Guinea,GNQ,2001,,,,0,,,,
Equatorial Guinea,GNQ,2002,,,,0,,,,
Equatorial Guinea,GNQ,2003,,,,0,,,,
Equatorial Guinea,GNQ,2004,,,,0,,,,
Equatorial Guinea,GNQ,2005,,,,0,,,,
Equatorial Guinea,GNQ,2006,,,,0,,,,
Equatorial Guinea,GNQ,2007,,,,0,,,,
Equatorial Guinea,GNQ,2008,,,,0,,,,
Equatorial Guinea,GNQ,2009,,,,0,,,,
Equatorial Guinea,GNQ,2010,,,,0,,,,
Equatorial Guinea,GNQ,2011,,,,0,,,,
Equatorial Guinea,GNQ,2012,,,,0,,,,
Equatorial Guinea,GNQ,2013,,,,0,,,,
Equatorial Guinea,GNQ,2014,,,,0,,,,
Equatorial Guinea,GNQ,2015,,,,0,,,,
Equatorial Guinea,GNQ,2016,,,,0,,,,
Equatorial Guinea,GNQ,2017,,,,0,,,,
Equatorial Guinea,GNQ,2018,,,,0,,,,
Equatorial Guinea,GNQ,2019,,,,0,,,,
Equatorial Guinea,GNQ,2020,,,,0,,,,
Equatorial Guinea,GNQ,2021,,,,0,,,,
Equatorial Guinea,GNQ,2022,,,,0,,,,
Equatorial Guinea,GNQ,2023,,,,0,,,,
Equatorial Guinea,GNQ,2024,,,,0,,,,
Estonia,EST,1985,44267.45,26517.13,6874.952,0,0,0,0,0
Estonia,EST,1986,44504.938,26055.701,6206.301,0,0,0,0,0
Estonia,EST,1987,44550.562,26117.04,6673.318,0,0,0,0,0
Estonia,EST,1988,42174.453,26142.182,7132.5264,0,0,0,0,0
Estonia,EST,1989,43423.684,26814.53,7093.9014,0,0,0,0,0
Estonia,EST,1990,45867.75,26328.074,9052.518,0,0,0,0,0
Estonia,EST,1991,42197.69,23266.371,9118.394,0,0,0,0,0
Estonia,EST,1992,34651.445,12708.651,5418.2407,0,0,0,0,0
Estonia,EST,1993,28369.512,13792.343,2749.7034,0,0,0,0,0
Estonia,EST,1994,29601.469,12817.4795,4025.673,0,0,0,0,0
Estonia,EST,1995,27882.912,10231.556,4663.148,0,0,0,0,12.906343
Estonia,EST,1996,29580.607,11213.371,5207.5234,0,0,0,0,10.89112
Estonia,EST,1997,29508.36,11112.633,5106.9507,0,0,0,0,17.58713
Estonia,EST,1998,25188.115,11238.968,4882.3486,0,0,0,0,26.573017
Estonia,EST,1999,22921.586,10555.021,4771.7334,0,7.9162765,0,0,28.943886
Estonia,EST,2000,24536.56,9541.194,5511.27,0,9.941932,0,0,123.03141
Estonia,EST,2001,24546.193,11105.914,5952.0635,0,14.725813,0,0,49.525494
Estonia,EST,2002,24146.896,12514.37,5022.6973,0,11.122257,2.7805643,0,61.166214
Estonia,EST,2003,28132.693,11819.96,5769.235,0,25.442177,12.124787,0,59.269844
Estonia,EST,2004,28230.445,12067.358,6610.493,0,44.54789,15.114463,0,71.091415
Estonia,EST,2005,28112.617,12364.744,6864.428,0,42.65847,106.94379,0,76.11561
Estonia,EST,2006,27015.574,12996.845,6978.1387,0,26.799807,151.46854,0,88.1664
Estonia,EST,2007,33772.14,13935.667,6968.701,0,43.641563,180.51738,0,83.91083
Estonia,EST,2008,30278.02,13305.112,6701.9272,0,55.25379,262.4555,0,88.813065
Estonia,EST,2009,26208.79,11979.643,4576.3374,0,62.935734,383.51465,0.19667417,735.27875
Estonia,EST,2010,35167.113,12377.427,4913.44,0,52.808968,541.7809,0.19558875,1741.5223
Estonia,EST,2011,35704.24,12104.305,4409.673,0,58.552204,718.2404,0.39034802,1843.4065
Estonia,EST,2012,32926.87,14402.714,4795.8022,0,81.84348,845.71594,0.58459634,2365.1064
Estonia,EST,2013,36744.69,14269.685,4896.731,0,50.455387,1026.573,2.7168283,1651.5134
Estonia,EST,2014,36033.168,13247.704,3853.6829,0,52.266666,1169.2247,6.000988,1892.4164
Estonia,EST,2015,31925.842,13222.054,3454.3352,0,51.99716,1376.9618,11.362343,2003.9672
Estonia,EST,2016,33487.426,12884.973,3785.196,0,66.8311,1134.2191,18.521763,2254.959
Estonia,EST,2017,38181.504,13431.4795,3710.8557,0,49.33848,1371.9894,27.515692,2629.4092
Estonia,EST,2018,37175.773,13218.721,3784.9312,0,28.225584,1196.7646,57.95653,3148.705
Estonia,EST,2019,26985.354,11748.93,3512.569,0,35.445374,1281.63,137.11763,3210.2085
Estonia,EST,2020,21890.736,12073.974,3234.249,0,55.708405,1567.2631,454.95197,4351.3926
Estonia,EST,2021,23848.027,11855.372,3651.7288,0,42.5382,1355.674,654.1081,4150.701
Estonia,EST,2022,25375.463,12124.372,2989.9172,0,41.85716,1215.6774,1084.6464,3632.0461
Estonia,EST,2023,21403.625,11381.481,2289.1213,0,42.815098,1218.4463,1286.2369,3147.6672
Estonia,EST,2024,19663.082,11224.462,2488.853,0,56.763607,1877.6935,2018.8615,3169.15
Europe,OWID_EUR,1965,15036.421,10917.714,2513.0586,94.2085,1668.5201,0,0,14.314947
Europe,OWID_EUR,1966,14718.804,11800.577,2791.3965,120.88828,1796.9708,0,0,19.427177
Europe,OWID_EUR,1967,14411.172,12722.901,3115.6235,138.4175,1769.2231,0,0,20.919086
Europe,OWID_EUR,1968,14386.766,13763.681,3511.6865,158.06534,1870.077,0,0,23.189754
Europe,OWID_EUR,1969,14501.57,15030.527,3952.262,190.06897,1880.9524,0,0,25.069555
Europe,OWID_EUR,1970,14186.616,16538.998,4531.5747,206.7577,1974.2649,0,0,33.03548
Europe,OWID_EUR,1971,13828.26,17281.82,5150.62,236.179,1986.0713,0,0,33.392643
Europe,OWID_EUR,1972,13586.774,18425.896,5712.412,322.50302,2016.1202,0,0,32.589886
Europe,OWID_EUR,1973,13693.508,19611.08,6291.5337,367.4317,2026.1368,0,0,34.799656
Europe,OWID_EUR,1974,13559.005,19183.488,6830.4766,448.2854,2174.5688,0,0,36.304672
Europe,OWID_EUR,1975,13472.281,18877.742,7359.746,595.2294,2161.7107,0,0,38.262867
Europe,OWID_EUR,1976,13740.559,19804.95,8015.1914,710.4193,2055.5889,0,0,38.181553
Europe,OWID_EUR,1977,13774.395,19801.404,8458.63,861.8843,2412.4207,0,0,39.530354
Europe,OWID_EUR,1978,13792.295,20764.898,8879.016,944.63306,2486.2197,0.012110279,0,41.940044
Europe,OWID_EUR,1979,14110.968,21139.316,9358.078,1052.7148,2574.6814,0.024104344,0,43.468983
Europe,OWID_EUR,1980,14029.822,20385.896,9467.394,1240.7491,2547.4736,0.04196784,0,47.685734
Europe,OWID_EUR,1981,13765.268,19442.055,9701.131,1618.3163,2564.0269,0.04176825,0,47.631577
Europe,OWID_EUR,1982,13828.31,18688.133,10038.1875,1793.3022,2483.255,0.07329093,0,43.838417
Europe,OWID_EUR,1983,13881.111,18168.076,10594.546,2079.9937,2561.3333,0.11876563,0,44.99574
Europe,OWID_EUR,1984,13743.84,18164.518,11338.514,2641.849,2651.67,0.1501193,0.0039695203,46.370117
Europe,OWID_EUR,1985,13299.566,17032.342,10812.332,3111.07,2544.7769,0.22466867,0.003953625,50.73865
Europe,OWID_EUR,1986,13223.41,17450.74,10965.453,3289.5217,2486.623,0.5206741,0.003936628,54.801777
Europe,OWID_EUR,1987,13297.089,17421.266,11476.1045,3467.2065,2610.5825,0.7402868,0,53.982456
Europe,OWID_EUR,1988,12991.283,17337.66,11782.373,3789.3198,2699.4087,1.2734814,0.0039015617,57.192375
Europe,OWID_EUR,1989,12677.08,17288.275,11964.855,3935.2668,2443.8884,1.9823202,0.034965254,58.88839
Europe,OWID_EUR,1990,11909.408,17716.014,12505.66,3881.0312,2475.4448,2.9866703,0.047724012,81.682
Europe,OWID_EUR,1991,11078.536,17348.625,12693.926,3964.116,2513.079,3.740738,0.05927567,83.978546
Europe,OWID_EUR,1992,10387.932,16719.75,12144.12,3981.0168,2576.0388,5.852084,0.09564536,88.6341
Europe,OWID_EUR,1993,9613.186,15670.18,12131.63,4116.1367,2632.2803,8.733054,0.12334145,97.64534
Europe,OWID_EUR,1994,8878.588,15213.265,11564.137,3997.1392,2673.653,11.373956,0.13192375,102.745384
Europe,OWID_EUR,1995,8718.235,15063.764,11691.247,4095.2192,2683.5679,14.733065,0.17082573,112.51644
Europe,OWID_EUR,1996,8450.755,14864.252,12417.59,4340.1973,2517.8865,18.408731,0.18194792,113.49947
Europe,OWID_EUR,1997,8082.4824,14881.455,11851.714,4376.9023,2607.6748,27.787262,0.21678352,134.21812
Europe,OWID_EUR,1998,7780.26,14966.759,12152.003,4329.167,2703.553,42.54985,0.25559458,151.21779
Europe,OWID_EUR,1999,7463.2876,14785.828,12408.93,4426.9717,2758.477,54.226833,0.30586302,159.86476
Europe,OWID_EUR,2000,7662.743,14388.25,12699.13,4492.813,2860.8706,85.384926,0.2838819,175.4641
Europe,OWID_EUR,2001,7613.6567,14610.702,12909.529,4616.716,2886.187,101.768585,0.73599607,192.25256
Europe,OWID_EUR,2002,7602.5156,14485.75,12968.306,4641.188,2598.416,136.71965,1.1812295,218.34637
Europe,OWID_EUR,2003,7822.3936,14581.706,13370.785,4675.121,2424.295,167.09401,1.7465644,249.4211
Europe,OWID_EUR,2004,7625.9375,14661.332,13718.091,4689.3555,2592.6353,221.12025,2.7792451,296.37454
Europe,OWID_EUR,2005,7381.3237,14724.64,13930.631,4617.953,2584.4673,262.4495,5.5462184,338.75055
Europe,OWID_EUR,2006,7638.776,14823.412,14102.913,4606.9087,2518.5156,304.84976,9.363772,383.1052
Europe,OWID_EUR,2007,7616.062,14526.448,14037.636,4398.7144,2550.2258,384.1617,14.033375,425.2543
Europe,OWID_EUR,2008,7329.4375,14424.895,14031.543,4362.307,2596.1262,434.56873,27.183783,468.19635
Europe,OWID_EUR,2009,6501.1997,13651.863,12989.344,4153.6333,2588.967,478.90915,50.939186,510.64682
Europe,OWID_EUR,2010,6702.5786,13645.984,13961.016,4234.8457,2696.4714,530.1994,82.84374,577.832
Europe,OWID_EUR,2011,6953.433,13457.073,13422.154,4187.123,2380.3845,638.4102,165.16553,615.65796
Europe,OWID_EUR,2012,7112.551,13138.65,13091.047,4085.6082,2541.152,728.02094,250.83522,681.4027
Europe,OWID_EUR,2013,6868.9478,12857.103,12858.288,3990.327,2698.3606,829.60767,298.01666,720.02136
Europe,OWID_EUR,2014,6373.5015,12819.728,12029.622,4013.177,2657.4207,878.2521,336.537,763.53827
Europe,OWID_EUR,2015,6214.422,12818.525,11936.65,3951.2185,2507.3323,1045.7205,371.11523,810.15656
Europe,OWID_EUR,2016,5911.3447,12994.917,12459.225,3828.1826,2592.622,1035.7815,379.23132,818.927
Europe,OWID_EUR,2017,5634.1035,13264.1,12781.327,3803.3647,2383.539,1225.8607,405.2085,838.4992
Europe,OWID_EUR,2018,5537.277,13195.182,13000.465,3783.156,2578.9224,1275.0852,430.90576,861.9516
Europe,OWID_EUR,2019,4783.7856,13216.449,12992.684,3754.0962,2420.2756,1447.6201,471.11963,888.5265
Europe,OWID_EUR,2020,4137.0586,11700.606,12481.292,3450.2598,2616.366,1614.1401,549.4756,908.04333
Europe,OWID_EUR,2021,4500.742,12285.054,12862.597,3647.9094,2673.802,1554.0168,613.88715,955.4314
Europe,OWID_EUR,2022,4466.5674,12709.674,12185.181,3185.985,2286.8958,1726.8531,770.6456,924.7415
Europe,OWID_EUR,2023,3851.9753,12669.978,11824.233,3150.1343,2546.2202,1909.7771,914.76776,861.88007
Europe,OWID_EUR,2024,3577.8452,12830.815,12211.91,3259.3696,2724.7969,1947.7455,1094.1635,856.11694
European Union (27),OWID_EU27,1965,12390.392,10365.551,989.81866,34.019356,1586.4166,0,0,24.511799
European Union (27),OWID_EU27,1966,11805.518,11334.64,1114.6595,41.422935,1712.6074,0,0,33.265987
European Union (27),OWID_EU27,1967,11495.753,12222.109,1315.7136,48.672752,1639.3401,0,0,35.823944
European Union (27),OWID_EU27,1968,11616.749,13424.229,1657.4064,55.839046,1659.9398,0,0,39.708946
European Union (27),OWID_EU27,1969,11802.02,14971.595,2067.7603,83.21104,1617.666,0,0,42.891716
European Union (27),OWID_EU27,1970,11624.284,16626.924,2489.0576,121.297806,1696.2379,0,0,56.42353
European Union (27),OWID_EU27,1971,11203.462,17399.54,2929.1343,157.4634,1674.7919,0,0,57.017166
European Union (27),OWID_EU27,1972,10936.647,18533.252,3440.4397,244.44981,1745.1586,0,0,55.538025
European Union (27),OWID_EU27,1973,10878.394,19834.531,3921.81,283.64902,1723.8811,0,0,59.265842
European Union (27),OWID_EU27,1974,10945.057,18551.004,4364.997,328.49158,1850.284,0,0,61.96263
European Union (27),OWID_EU27,1975,10555.846,18034.666,4681.0293,549.8192,1854.022,0,0,65.21431
European Union (27),OWID_EU27,1976,11034.754,19356.38,5090.914,640.86707,1610.18,0,0,65.084755
European Union (27),OWID_EU27,1977,10974.428,18940.506,5278.363,785.3474,2131.9197,0,0,67.41876
European Union (27),OWID_EU27,1978,11150.652,19836.244,5456.526,937.7136,2066.0203,0.020696111,0,70.77181
European Union (27),OWID_EU27,1979,11488.964,20306.914,5682.254,1045.7904,2155.4797,0.041197523,0,71.724846
European Union (27),OWID_EU27,1980,11884.193,18991.252,5631.4805,1264.5043,2033.4205,0.07171772,0,79.81628
European Union (27),OWID_EU27,1981,11504.276,17610.988,5516.054,1809.3027,1997.4615,0.07138088,0,77.12493
European Union (27),OWID_EU27,1982,11646.882,16481.41,5350.093,1969.8586,1957.1002,0.12533022,0,70.78141
European Union (27),OWID_EU27,1983,11701.493,15877.388,5537.3696,2338.7874,1990.7219,0.2033406,0,72.72335
European Union (27),OWID_EU27,1984,12116.263,15499.914,5808.6035,3043.2844,2013.9398,0.25741503,0,75.40189
European Union (27),OWID_EU27,1985,12426.019,16061.004,6076.988,3728.1853,2047.602,0.38581392,0,83.03868
European Union (27),OWID_EU27,1986,12071.479,16555.715,6147.8335,4092.746,1928.8875,0.89548737,0,89.000656
European Union (27),OWID_EU27,1987,12174.3955,16552.182,6452.487,4250.176,2111.8313,1.2751989,0,87.22831
European Union (27),OWID_EU27,1988,11977.697,16553.768,6425.629,4556.8594,2222.4822,2.1964774,0,92.7564
European Union (27),OWID_EU27,1989,11962.598,16521.514,6627.819,4787.201,1810.3313,3.3613532,0.060343117,95.539955
European Union (27),OWID_EU27,1990,10847.61,17388.373,6935.8574,4822.4224,1882.7373,5.0956674,0.07576103,129.1231
European Union (27),OWID_EU27,1991,10190.521,17195.865,7076.253,4940.073,1963.6763,6.39656,0.08911686,132.58629
European Union (27),OWID_EU27,1992,9444.62,17272.84,6819.449,4930.0894,2039.4424,9.864278,0.14505593,138.34937
European Union (27),OWID_EU27,1993,8985.907,16997.086,6936.8164,5063.2407,2085.5032,13.538314,0.18571801,151.25114
European Union (27),OWID_EU27,1994,8761.006,17051.959,6834.51,5036.577,2141.5442,17.210806,0.19363609,156.79814
European Union (27),OWID_EU27,1995,8651.307,17474.445,7392.1978,5171.813,2131.8928,22.638845,0.2535921,172.01385
European Union (27),OWID_EU27,1996,8659.073,17835.191,8024.061,5427.9116,2121.1604,28.293858,0.26588416,171.47957
European Union (27),OWID_EU27,1997,8390.697,17873.752,7800.4536,5465.5303,2181.2605,43.135223,0.32510415,204.46268
European Union (27),OWID_EU27,1998,8011.6997,18243.754,8014.898,5425.2275,2251.4612,66.957664,0.38464877,226.8749
European Union (27),OWID_EU27,1999,7629.6577,18020.543,8212.678,5520.321,2236.2695,86.90004,0.4504457,231.67754
European Union (27),OWID_EU27,2000,7717.7827,17454.217,8392.45,5585.881,2314.1055,139.16573,0.37122956,252.51443
European Union (27),OWID_EU27,2001,7665.7227,17605.586,8664.182,5729.394,2421.386,166.61163,1.1201206,274.3645
European Union (27),OWID_EU27,2002,7698.5874,17488.793,8699.841,5750.7266,2016.3933,223.48785,1.855509,313.74246
European Union (27),OWID_EU27,2003,7931.649,17449.004,9136.238,5729.0425,1937.6403,273.43854,2.7858067,356.05338
European Union (27),OWID_EU27,2004,7767.2554,17516.666,9347.609,5811.2036,2038.694,359.85162,4.5192,424.28574
European Union (27),OWID_EU27,2005,7485.7383,17488.74,9634.849,5668.7266,1901.7678,421.25012,9.134224,480.93524
European Union (27),OWID_EU27,2006,7666.3223,17422.01,9579.628,5612.3936,1909.5542,483.06998,15.5069065,544.99426
European Union (27),OWID_EU27,2007,7719.0347,16989.555,9393.783,5308.5625,1881.7426,608.0811,23.292103,605.87866
European Union (27),OWID_EU27,2008,7129.8555,16773.295,9557.854,5324.6597,1970.2507,681.2733,45.28582,671.48486
European Union (27),OWID_EU27,2009,6298.932,15714.952,8954.144,4924.2007,1970.6587,742.14264,85.0059,733.08154
European Union (27),OWID_EU27,2010,6596.6562,15650.415,9605.438,5047.3687,2209.5676,822.9889,138.13142,833.38806
European Union (27),OWID_EU27,2011,6784.07,15140.773,8824.628,4916.6743,1802.6031,968.64954,274.35208,887.20013
European Union (27),OWID_EU27,2012,6744.129,14500.885,8657.133,4734.5854,1927.8756,1094.4814,409.11853,983.7056
European Union (27),OWID_EU27,2013,6616.6553,14128.694,8474.779,4660.864,2119.8518,1213.2002,482.1734,1024.4967
European Union (27),OWID_EU27,2014,6282.4023,13958.895,7484.7812,4667.537,2118.6482,1270.1671,533.26324,1066.2612
European Union (27),OWID_EU27,2015,6250.6484,14133.898,7811.547,4487.0767,1910.5284,1503.1193,568.72437,1100.6218
European Union (27),OWID_EU27,2016,5985.0127,14305.915,8285.178,4336.841,1947.0981,1509.436,564.46155,1109.398
European Union (27),OWID_EU27,2017,5901.5635,14743.521,8659.075,4259.9346,1644.7786,1754.9075,598.6742,1126.8545
European Union (27),OWID_EU27,2018,5647.55,14589.338,8482.158,4244.9355,1909.0267,1789.7908,631.0981,1137.7535
European Union (27),OWID_EU27,2019,4540.808,14588.867,8775.699,4234.137,1754.9193,2021.2405,685.9429,1162.9961
European Union (27),OWID_EU27,2020,3738.9817,12723.444,8487.01,3769.0264,1907.1924,2198.3538,795.42377,1181.3682
European Union (27),OWID_EU27,2021,4275.1772,13352.584,8867.2705,4025.4531,1911.1924,2132.341,894.13196,1246.6067
European Union (27),OWID_EU27,2022,4258.633,13749.934,7619.248,3333.1106,1503.7106,2310.4333,1144.5817,1216.9813
European Union (27),OWID_EU27,2023,3293.8232,13364.619,7036.8267,3353.3706,1779.6317,2598.2034,1363.3711,1115.4008
European Union (27),OWID_EU27,2024,2904.7068,13488.642,7173.8926,3518.5144,1996.1586,2651.96,1640.8488,1069.9668
Finland,FIN,1965,4438.903,14785.991,0,0,5692.6357,0,0,0
Finland,FIN,1966,4104.4976,17868.74,0,0,6293.99,0,0,0
Finland,FIN,1967,3927.3496,18619.332,0,0,7012.394,0,0,0
Finland,FIN,1968,4708.658,21011.307,0,0,6296.4307,0,0,0
Finland,FIN,1969,5652.5913,24420.455,0,0,5253.567,0,0,0
Finland,FIN,1970,5767.6343,27566.1,0,0,5743.478,0,0,0
Finland,FIN,1971,5112.4795,28494.156,0,0,6432.7935,0,0,0
Finland,FIN,1972,5638.0015,30145.162,0,0,6214.565,0,0,0
Finland,FIN,1973,6222.141,33533.07,0,0,6298.521,0,0,0
Finland,FIN,1974,6307.67,29069.56,947.56885,0,7523.1216,0,0,0
Finland,FIN,1975,5689.6665,29926.555,1561.1826,0,7198.6636,0,0,0
Finland,FIN,1976,7643.894,32011.22,1823.8547,0,5573.86,0,0,0
Finland,FIN,1977,7686.021,31283.152,1849.7097,1548.8142,7141.037,0,0,0
Finland,FIN,1978,10330.736,31377.11,2008.1747,1894.4579,5727.6987,0,0,0
Finland,FIN,1979,9930.46,33137.77,1995.9219,3903.1875,6337.8755,0,0,0
Finland,FIN,1980,11233.319,31809.533,1871.7063,4053.1267,5938.252,0,0,0
Finland,FIN,1981,6874.001,30296.494,1482.9749,8428.019,7902.184,0,0,0
Finland,FIN,1982,7581.7837,27885.502,1392.8931,9586.899,7532.401,0,0,0
Finland,FIN,1983,8186.274,25743.646,1342.7839,10066.3545,7768.964,0,0,0
Finland,FIN,1984,9378.206,25964.416,1529.7097,10660.734,7537.862,0,0,0
Finland,FIN,1985,11836.543,26123.354,1932.8945,10724.253,6989.0317,0,0,0
Finland,FIN,1986,10787.417,27266.748,2332.5793,10700.079,6997.6807,0,0,0
Finland,FIN,1987,12048.631,27076.396,3076.1218,10987.461,7769.6904,0,0,0
Finland,FIN,1988,12028.394,26659.96,3299.2166,10904.111,7503.778,0,0,0
Finland,FIN,1989,11724.463,26524.889,4310.5835,10607.424,7290.785,0,0,0
Finland,FIN,1990,12290.497,26803.049,5055.573,10704.294,6049.018,0,0.25345823,3231.1753
Finland,FIN,1991,12208.421,26452.664,5299.28,10809.418,7311.3564,0,0.28808862,3115.7202
Finland,FIN,1992,11049.585,26028.736,5471.8774,10610.563,8322.627,1.1018238,0.32724166,3067.8906
Finland,FIN,1993,12570.355,24648.623,5627.054,10925.595,7388.263,2.193014,0.36842632,3674.8064
Finland,FIN,1994,15241.641,25423.445,6184.59,10605.163,6434.5015,3.8212874,0.40996954,3970.3857
Finland,FIN,1995,13431.106,23019.307,6397.9087,10450.004,7028.8467,5.9819965,0.45517558,4042.7422
Finland,FIN,1996,15951.51,23879.324,6671.4824,10556.685,6428.5415,5.962391,0.5322789,3591.0535
Finland,FIN,1997,15064.038,23460.328,6544.5156,11291.771,6615.9604,9.187333,0.6528411,4797.612
Finland,FIN,1998,12329.162,24408.555,7477.6465,11778.839,8112.538,12.397076,0.6963922,5659.333
Finland,FIN,1999,11918.568,24620.732,7468.7603,12354.364,6872.4976,26.34995,0.76199764,5059.393
Finland,FIN,2000,11268.3545,24424.451,7613.6978,12063.232,7867.2085,41.858273,0.84575176,5215.5957
Finland,FIN,2001,13587.042,23908.338,8242.145,12125.907,7031.2476,37.2728,0.9131837,4982.592
Finland,FIN,2002,14727.508,24405.832,8164.525,11745.338,5676.957,33.716152,0.98250973,5401.3623
Finland,FIN,2003,18337.477,25129.662,9015.994,11881.417,5013.183,48.610786,1.0960947,5622.579
Finland,FIN,2004,16426.365,23358.84,8660.8125,11774.913,7811.3843,62.38071,1.2238321,6239.9956
Finland,FIN,2005,10516.216,24147.219,7897.328,11924.423,7063.136,87.080925,1.3481654,5666.266
Finland,FIN,2006,16359.633,23327.895,8408.264,11629.909,5835.6147,79.02256,1.7155968,6417.01
Finland,FIN,2007,15382.387,23427.209,7744.793,11778.895,7129.395,94.74609,1.9164653,5882.145
Finland,FIN,2008,11676.866,22540.115,7882.094,11400.503,8497.557,129.36926,1.958515,6119.3633
Finland,FIN,2009,11704.707,21133.94,7001.503,11565.783,6236.669,135.99309,2.122311,5112.276
Finland,FIN,2010,14715.625,21846.12,7700.4155,11070.512,6274.259,142.90526,2.3010156,6394.2197
Finland,FIN,2011,11899.534,21266.398,6703.492,11148.351,5983.5967,231.45464,2.5482495,6521.634
Finland,FIN,2012,9697.429,20328.36,5900.4673,10942.941,8025.774,235.32204,2.7368064,6464.7397
Finland,FIN,2013,10671.223,21051.748,5461.731,11099.976,6036.947,363.80423,3.033849,6900.853
Finland,FIN,2014,9525.396,19782.688,4862.357,10985.619,6241.5103,515.8172,3.611557,6727.92
Finland,FIN,2015,8103.518,19816.697,4175.1436,10739.256,7747.185,1075.2463,5.2257137,6512.2847
Finland,FIN,2016,9266.02,20798.746,3653.3135,10608.559,7223.4604,1402.7278,10.088716,6552.401
Finland,FIN,2017,8468.08,20104.377,3326.5874,10201.241,6704.068,2176.3096,22.017744,6729.235
Finland,FIN,2018,8862.18,19969.836,3809.6094,10279.51,5998.72,2633.205,40.690952,7314.4355
Finland,FIN,2019,7433.679,19799.229,3685.0708,10700.252,5567.7505,2700.7246,65.97756,7522.552
Finland,FIN,2020,5683.7383,17736.836,3746.7441,10400.115,7092.3774,3686.4019,97.55371,6538.5713
Finland,FIN,2021,6132.792,16541.305,3738.649,10489.52,7019.297,3781.3186,132.24937,7658.228
Finland,FIN,2022,5972.6235,17681.096,1915.2617,11177.458,5952.1465,5303.7314,173.08913,7160.087
Finland,FIN,2023,4474.379,15895.747,2076.7432,14939.347,6618.9766,6550.5186,311.97232,6328.133
Finland,FIN,2024,3722.6265,15431.883,2254.242,14166.584,6216.7817,8968.517,556.18207,5708.612
France,FRA,1965,10634.035,13066.731,1026.1246,51.08719,2670.037,0,0,0
France,FRA,1966,9782.538,13888.946,1073.4344,78.78474,2948.5522,0,0,24.779072
France,FRA,1967,9576.432,15830.388,1217.133,116.32228,2542.598,0,0,38.136734
France,FRA,1968,9112.774,17026.596,1444.6539,171.56989,2804.2144,0,0,57.93612
France,FRA,1969,9035.316,19514.68,1665.1771,198.5888,2920.474,0,0,66.216965
France,FRA,1970,8493.238,21969.365,1880.0133,312.20093,3098.584,0,0,84.27001
France,FRA,1971,7604.2485,23721.506,2207.4236,505.21243,2645.8381,0,0,84.79599
France,FRA,1972,6619.26,26108.541,2587.5088,783.29175,2621.4302,0,0,91.508125
France,FRA,1973,6532.7363,28871.967,3010.5415,785.53033,2539.9539,0,0,92.86455
